id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
59259,WN,2592,PHL,FLL,6,660,175,1
59260,WN,2765,PVD,BWI,6,660,80,0
59261,WN,2821,MDW,DTW,6,660,65,1
59262,WN,2852,PHX,MCI,6,660,155,1
59263,WN,3104,TPA,BDL,6,660,165,0
59264,WN,366,HRL,HOU,6,660,60,0
59265,WN,3944,PHL,TPA,6,660,180,0
59266,WN,575,MCI,OKC,6,660,70,1
59267,XE,2415,MSY,IAH,6,660,74,0
59268,XE,2426,ORD,EWR,6,660,124,1
59269,XE,2576,IAH,BHM,6,660,93,0
59270,XE,2620,ICT,IAH,6,660,102,0
59271,XE,2735,LRD,IAH,6,660,67,0
59272,XE,3034,COS,IAH,6,660,127,0
59273,YV,2651,PHX,BFL,6,660,93,0
59274,YV,2856,PHX,FLG,6,660,69,1
59275,YV,2901,CHS,CLT,6,660,69,0
59276,YV,2911,PHX,PSP,6,660,71,0
59277,B6,1276,MCO,BOS,6,661,162,0
59278,OO,4848,MOT,MSP,6,661,82,1
59279,OO,6443,OKC,LAX,6,661,192,1
59280,OO,7038,SFO,ACV,6,661,78,1
59281,UA,546,PHX,SFO,6,661,135,0
59282,FL,63,IAD,ATL,6,662,115,1
59283,OO,4498,PHX,SLC,6,662,103,1
59284,OO,6890,BOI,LAX,6,662,131,1
59285,DL,1292,SAN,ATL,6,663,247,0
59286,UA,289,LAS,LAX,6,663,75,1
59287,FL,1241,AVL,MCO,6,664,97,1
59288,FL,202,CAK,ATL,6,664,109,0
59289,UA,906,SFO,ORD,6,664,256,1
59290,9E,3706,ATL,MSY,6,665,103,0
59291,9E,4102,ATL,GSP,6,665,62,0
59292,9E,4399,FSD,MSP,6,665,66,1
59293,AA,1214,STL,LGA,6,665,145,0
59294,AA,1356,DFW,IAD,6,665,165,0
59295,AA,1465,ORD,RSW,6,665,170,1
59296,AA,1587,MEM,DFW,6,665,100,0
59297,AA,1788,DFW,RDU,6,665,145,0
59298,AA,1796,MSY,ORD,6,665,140,0
59299,AA,1856,MIA,IAD,6,665,145,0
59300,AA,321,LGA,ORD,6,665,160,0
59301,AA,378,ORD,LGA,6,665,125,1
59302,AA,40,LAX,JFK,6,665,330,0
59303,AA,720,DFW,LGA,6,665,195,0
59304,AS,659,PHX,PDX,6,665,180,0
59305,B6,294,LGB,SEA,6,665,161,1
59306,B6,673,JFK,LAX,6,665,367,0
59307,CO,1191,BOS,EWR,6,665,82,0
59308,CO,1572,AUS,IAH,6,665,54,0
59309,CO,1690,IAH,MIA,6,665,140,0
59310,CO,477,RSW,EWR,6,665,166,0
59311,CO,692,EWR,MCO,6,665,163,0
59312,DL,1047,ATL,STL,6,665,105,0
59313,DL,1242,ATL,SRQ,6,665,99,0
59314,DL,1745,DCA,DTW,6,665,95,0
59315,DL,1755,ATL,LAX,6,665,305,1
59316,DL,1814,LAX,CVG,6,665,250,0
59317,DL,2091,ATL,TPA,6,665,92,1
59318,DL,2532,MCO,BOS,6,665,172,0
59319,DL,2586,SLC,ATL,6,665,215,1
59320,DL,82,SLC,JFK,6,665,276,0
59321,EV,5067,ATL,MOB,6,665,84,0
59322,EV,5178,ATL,XNA,6,665,122,1
59323,EV,5334,ABY,ATL,6,665,60,0
59324,EV,5570,ATL,TRI,6,665,73,0
59325,FL,1204,RSW,MDW,6,665,180,0
59326,MQ,3621,MIA,ORF,6,665,135,0
59327,MQ,3671,MIA,TLH,6,665,85,0
59328,MQ,3796,IAH,ORD,6,665,155,1
59329,MQ,3964,BWI,ORD,6,665,130,0
59330,MQ,4140,ORD,MCI,6,665,90,0
59331,MQ,4583,CLT,LGA,6,665,114,0
59332,OH,6450,CVG,MDT,6,665,80,0
59333,OO,4809,CVG,CLE,6,665,70,1
59334,OO,6944,ORD,DTW,6,665,71,0
59335,OO,7009,ORD,HPN,6,665,120,1
59336,UA,121,BDL,ORD,6,665,159,0
59337,UA,610,ORD,DCA,6,665,111,0
59338,US,472,PHX,BUR,6,665,90,0
59339,US,522,PHX,RNO,6,665,113,0
59340,US,658,SFO,PHL,6,665,315,0
59341,WN,113,BNA,CMH,6,665,70,0
59342,WN,1257,BWI,JAN,6,665,165,1
59343,WN,1281,HOU,OAK,6,665,255,0
59344,WN,1444,CLE,MDW,6,665,80,1
59345,WN,1447,ECP,HOU,6,665,115,1
59346,WN,1459,MDW,LGA,6,665,115,1
59347,WN,1543,HOU,MCO,6,665,130,1
59348,WN,1570,LAS,LAX,6,665,70,1
59349,WN,1575,ISP,MCO,6,665,170,0
59350,WN,1730,MDW,SFO,6,665,300,1
59351,WN,182,LAS,OAK,6,665,95,0
59352,WN,1901,LAS,SAN,6,665,65,0
59353,WN,1910,LAX,SAT,6,665,165,1
59354,WN,2045,LAS,RNO,6,665,80,0
59355,WN,2426,BNA,DTW,6,665,95,0
59356,WN,2806,LAS,SJC,6,665,90,1
59357,WN,2920,LAX,LAS,6,665,65,1
59358,WN,3049,MCO,JAN,6,665,120,0
59359,WN,3088,ABQ,SEA,6,665,195,0
59360,WN,54,SEA,SLC,6,665,115,0
59361,WN,573,BNA,CLE,6,665,85,0
59362,WN,820,BNA,MDW,6,665,85,0
59363,YV,2652,MSY,CLT,6,665,114,1
59364,YV,2658,LIT,CLT,6,665,109,0
59365,DL,2071,SLC,PHX,6,666,97,1
59366,FL,1119,LGA,MCO,6,666,175,1
59367,FL,865,MCO,EYW,6,666,68,0
59368,OH,6609,JFK,RIC,6,666,90,0
59369,OO,6472,ABQ,LAX,6,666,125,0
59370,OO,6615,DEN,GTF,6,666,120,0
59371,YV,7249,ORD,CLT,6,666,109,1
59372,DL,1902,LAS,ATL,6,667,229,0
59373,DL,2571,IND,ATL,6,667,93,0
59374,EV,5530,GTR,ATL,6,667,75,0
59375,FL,1420,IND,TPA,6,667,137,0
59376,HA,227,KOA,HNL,6,667,42,0
59377,OO,3097,OMA,MKE,6,667,81,1
59378,OO,4456,SLC,LWS,6,667,91,0
59379,OO,6287,LAS,PSP,6,667,64,0
59380,OO,6747,SMF,SFO,6,667,48,1
59381,OO,6990,DEN,MAF,6,667,96,0
59382,UA,284,ORD,MCO,6,667,162,1
59383,YV,2677,SAV,CLT,6,667,74,0
59384,YV,2748,PHX,SBP,6,667,105,1
59385,DL,1456,SRQ,ATL,6,668,97,0
59386,DL,1827,ATL,FLL,6,668,120,0
59387,DL,348,MCI,ATL,6,668,122,1
59388,EV,5019,CSG,ATL,6,668,49,0
59389,FL,1073,TPA,CAK,6,668,139,0
59390,UA,642,JFK,SFO,6,668,401,0
59391,UA,942,LAX,ORD,6,668,241,1
59392,YV,2736,PHX,TUS,6,668,49,1
59393,FL,1743,MCO,PIT,6,669,133,0
59394,FL,425,PNS,ATL,6,669,62,0
59395,OO,4589,SLC,LGB,6,669,116,1
59396,OO,4632,SLC,MSO,6,669,91,0
59397,OO,4659,SLC,BIL,6,669,84,0
59398,OO,6740,CLD,LAX,6,669,40,0
59399,OO,7806,SLC,COD,6,669,89,0
59400,YV,1024,HNL,LIH,6,669,37,0
59401,9E,3699,ATL,CLT,6,670,84,1
59402,9E,3746,BHM,DTW,6,670,130,0
59403,9E,4007,ORD,MEM,6,670,110,1
59404,9E,4303,MCI,MEM,6,670,84,1
59405,AA,1010,COS,DFW,6,670,105,0
59406,AA,123,DFW,HNL,6,670,525,0
59407,AA,1512,SFO,ORD,6,670,255,1
59408,AA,437,DCA,MIA,6,670,160,0
59409,AA,459,DCA,DFW,6,670,215,0
59410,AA,482,DFW,IND,6,670,125,0
59411,AA,73,ORD,HNL,6,670,560,1
59412,AA,832,DFW,MCI,6,670,90,0
59413,B6,324,FLL,BDL,6,670,171,1
59414,B6,433,BOS,MCO,6,670,191,1
59415,B6,51,BTV,JFK,6,670,75,0
59416,B6,593,HPN,MCO,6,670,163,0
59417,CO,1006,IAH,TPA,6,670,117,0
59418,CO,1778,SAT,IAH,6,670,54,0
59419,DL,1004,ATL,DAY,6,670,97,0
59420,DL,1121,SLC,DTW,6,670,210,0
59421,DL,1122,RSW,ATL,6,670,105,0
59422,DL,2124,ATL,BWI,6,670,115,0
59423,DL,2755,CVG,TPA,6,670,123,0
59424,DL,2790,CVG,LGA,6,670,113,0
59425,DL,2903,CVG,MCO,6,670,130,0
59426,EV,5498,LIT,ATL,6,670,97,1
59427,HA,126,HNL,OGG,6,670,37,0
59428,HA,514,LIH,HNL,6,670,32,0
59429,MQ,2803,DFW,SGF,6,670,75,0
59430,MQ,3306,CAE,DFW,6,670,180,0
59431,MQ,3989,DAY,ORD,6,670,75,0
59432,MQ,4190,CMH,ORD,6,670,85,1
59433,MQ,4310,CLT,ORD,6,670,125,0
59434,MQ,4393,BOS,JFK,6,670,70,0
59435,MQ,4482,RDU,DCA,6,670,60,0
59436,OO,4812,SLC,HLN,6,670,85,1
59437,OO,6282,LAX,IYK,6,670,53,0
59438,OO,6628,DEN,BHM,6,670,147,0
59439,OO,7029,SLC,SFO,6,670,147,0
59440,UA,218,ORD,LAX,6,670,272,1
59441,UA,360,ORD,IAD,6,670,110,0
59442,US,1695,PVD,CLT,6,670,146,0
59443,US,27,PHX,LAX,6,670,92,0
59444,US,457,PHX,SLC,6,670,101,0
59445,US,625,PIT,PHX,6,670,279,0
59446,US,796,LAX,PHL,6,670,305,0
59447,WN,1011,OAK,DEN,6,670,145,0
59448,WN,1342,BWI,MCO,6,670,145,1
59449,WN,1379,MHT,BWI,6,670,100,0
59450,WN,1544,RNO,LAS,6,670,75,0
59451,WN,1562,FLL,MCO,6,670,60,1
59452,WN,1641,PHX,PDX,6,670,180,0
59453,WN,1828,MDW,BOS,6,670,135,0
59454,WN,1830,MSY,HOU,6,670,75,0
59455,WN,1983,PHX,MSP,6,670,190,1
59456,WN,2756,PHX,LAS,6,670,70,0
59457,WN,2842,AUS,HOU,6,670,50,0
59458,WN,2893,MCI,STL,6,670,55,1
59459,WN,2941,DEN,MDW,6,670,140,1
59460,WN,3029,SAT,HOU,6,670,50,1
59461,WN,679,TPA,HOU,6,670,145,0
59462,WN,879,PVD,MCO,6,670,190,0
59463,XE,2098,CRP,IAH,6,670,62,1
59464,XE,2216,JAX,EWR,6,670,129,0
59465,XE,2458,BNA,IAH,6,670,127,0
59466,XE,2648,ELP,IAH,6,670,114,0
59467,XE,3069,HRL,IAH,6,670,67,0
59468,YV,1053,OGG,LIH,6,670,45,0
59469,YV,2730,PHX,LGB,6,670,85,0
59470,YV,2845,PHX,YUM,6,670,59,1
59471,AS,55,BRW,ANC,6,671,111,1
59472,EV,4992,ATL,BQK,6,671,72,0
59473,OO,4647,SLC,GTF,6,671,89,0
59474,OO,6230,PDX,EUG,6,671,36,0
59475,OO,6849,PDX,RDM,6,671,38,1
59476,OO,6973,SEA,LAX,6,671,149,0
59477,UA,177,BOS,SFO,6,671,408,0
59478,XE,2322,BRO,IAH,6,671,69,0
59479,B6,401,BOS,MSY,6,672,229,0
59480,FL,1006,BOS,RSW,6,672,221,0
59481,OH,6769,ATL,HSV,6,672,72,0
59482,OO,4745,SLC,ONT,6,672,107,0
59483,OO,6426,SFO,SMF,6,672,43,1
59484,OO,7012,SLC,ORD,6,672,188,1
59485,UA,535,ATL,ORD,6,672,133,1
59486,DL,2090,DEN,JFK,6,673,237,0
59487,DL,2375,SLC,SFO,6,673,124,1
59488,HA,383,ITO,HNL,6,673,49,0
59489,OO,6296,ONT,DEN,6,673,134,0
59490,YV,2719,PHX,SBA,6,673,97,0
59491,DL,1247,MLB,ATL,6,674,101,0
59492,FL,691,SRQ,ATL,6,674,96,1
59493,OO,4728,SLC,MFR,6,674,105,0
59494,XE,2471,PBI,IAH,6,674,167,1
59495,AA,1775,DFW,SNA,6,675,195,0
59496,AA,1783,OMA,DFW,6,675,115,0
59497,AA,1912,DFW,MCO,6,675,145,0
59498,AS,754,SEA,STL,6,675,225,0
59499,B6,644,SFO,JFK,6,675,321,0
59500,B6,738,BQN,JFK,6,675,229,1
59501,B6,908,ORD,JFK,6,675,125,1
59502,CO,720,DEN,CLE,6,675,157,0
59503,DL,1018,MSY,ATL,6,675,92,0
59504,DL,1077,MSP,TUS,6,675,200,0
59505,DL,1262,MCO,BDL,6,675,154,0
59506,DL,1718,ATL,RDU,6,675,85,0
59507,DL,2025,BWI,ATL,6,675,117,1
59508,DL,2105,MSP,SFO,6,675,243,0
59509,DL,2259,MSP,SLC,6,675,173,0
59510,DL,2809,CVG,FLL,6,675,147,0
59511,DL,651,MDW,ATL,6,675,114,1
59512,EV,7109,HSV,IAD,6,675,106,0
59513,FL,1089,MCO,IND,6,675,138,0
59514,FL,340,ATL,PHL,6,675,117,0
59515,HA,185,OGG,HNL,6,675,34,0
59516,MQ,2908,EVV,DFW,6,675,130,0
59517,MQ,3006,SAN,LAX,6,675,45,0
59518,MQ,3104,LAX,SJC,6,675,75,0
59519,MQ,3206,GGG,DFW,6,675,55,0
59520,MQ,3611,MIA,BHM,6,675,125,0
59521,MQ,3794,ORD,ELP,6,675,200,0
59522,MQ,3915,TUL,ORD,6,675,115,0
59523,MQ,3978,CID,ORD,6,675,70,0
59524,MQ,4227,DSM,ORD,6,675,80,0
59525,MQ,4348,XNA,ORD,6,675,105,1
59526,MQ,4359,ORD,CMH,6,675,70,0
59527,MQ,4371,ORD,OMA,6,675,95,0
59528,OH,6274,MSP,DLH,6,675,57,1
59529,OH,6278,XNA,CVG,6,675,111,1
59530,OH,6279,CVG,PHL,6,675,99,0
59531,OH,6295,CVG,SDF,6,675,53,0
59532,OH,6380,CVG,EWR,6,675,119,1
59533,OO,4515,SLC,ORD,6,675,189,1
59534,OO,4658,SLC,BTM,6,675,81,0
59535,OO,4740,LAX,LAS,6,675,68,1
59536,OO,4761,SLC,PSP,6,675,99,0
59537,OO,7050,DEN,GCC,6,675,91,0
59538,UA,107,DEN,PHX,6,675,111,0
59539,UA,169,DEN,PSP,6,675,133,1
59540,UA,19,SMF,ORD,6,675,245,1
59541,US,1178,RDU,CLT,6,675,66,0
59542,US,1460,SFO,CLT,6,675,288,0
59543,US,146,PHX,LIH,6,675,412,0
59544,US,1761,BOS,CLT,6,675,143,0
59545,US,304,PHX,CLT,6,675,234,1
59546,US,647,PHX,ONT,6,675,78,0
59547,US,71,PHX,SEA,6,675,190,0
59548,US,88,PHX,PDX,6,675,169,0
59549,WN,1024,ORF,JAX,6,675,105,1
59550,WN,1037,OMA,STL,6,675,70,1
59551,WN,1160,MAF,LAS,6,675,145,1
59552,WN,1206,AUS,FLL,6,675,155,0
59553,WN,1339,MCI,PHX,6,675,185,1
59554,WN,1438,DEN,OMA,6,675,85,1
59555,WN,1571,DEN,MCI,6,675,95,0
59556,WN,1588,DEN,MSP,6,675,125,0
59557,WN,1646,PDX,ABQ,6,675,155,0
59558,WN,1745,DEN,MSY,6,675,155,0
59559,WN,1967,AUS,DAL,6,675,55,0
59560,WN,2293,ISP,FLL,6,675,185,1
59561,WN,2482,DEN,IAD,6,675,195,1
59562,WN,2603,DEN,DTW,6,675,170,1
59563,WN,2774,MDW,SAT,6,675,185,1
59564,WN,2833,CMH,MDW,6,675,70,1
59565,WN,2850,SDF,MDW,6,675,70,1
59566,WN,3011,DAL,MSY,6,675,80,0
59567,WN,3482,RSW,MCO,6,675,50,0
59568,WN,592,SAN,LAS,6,675,70,1
59569,WN,836,MCI,DAL,6,675,95,1
59570,WN,984,PHX,OKC,6,675,120,1
59571,YV,2945,CLT,MSY,6,675,121,0
59572,DL,1472,TPA,ATL,6,676,93,0
59573,DL,2449,SLC,OAK,6,676,121,1
59574,FL,59,ATL,LAX,6,676,320,0
59575,XE,2470,MSP,EWR,6,676,159,0
59576,DL,1663,SLC,SAN,6,677,114,1
59577,EV,5249,ILM,ATL,6,677,92,0
59578,OO,4451,SLC,CPR,6,677,75,0
59579,OO,6486,LAX,SAN,6,677,46,0
59580,OO,6909,SFO,OTH,6,677,115,0
59581,UA,137,SJC,DEN,6,677,153,0
59582,UA,182,DEN,TUS,6,677,118,0
59583,UA,814,LAX,DEN,6,677,143,0
59584,B6,362,PBI,LGA,6,678,162,0
59585,DL,314,MIA,ATL,6,678,117,0
59586,OO,4580,LAX,SLC,6,678,107,1
59587,UA,845,SAN,ORD,6,678,233,0
59588,FL,1038,PIT,TPA,6,679,150,0
59589,OO,6569,EAU,ORD,6,679,68,0
59590,XE,2533,DTW,EWR,6,679,102,0
59591,YV,2904,CLT,ILM,6,679,54,0
59592,9E,3736,COU,MEM,6,680,75,0
59593,9E,3915,BTV,JFK,6,680,95,0
59594,9E,4088,CVG,RIC,6,680,87,0
59595,9E,4196,MSP,RST,6,680,44,0
59596,9E,4322,MSP,LSE,6,680,52,1
59597,AA,1040,DFW,BUR,6,680,205,1
59598,AA,1144,PHX,ORD,6,680,205,1
59599,AA,1247,ORD,LAX,6,680,265,1
59600,AA,2541,IND,DFW,6,680,150,0
59601,AA,551,HSV,DFW,6,680,130,0
59602,AS,136,ANC,PDX,6,680,218,0
59603,AS,730,SEA,IAH,6,680,250,0
59604,B6,1422,LGB,PDX,6,680,143,0
59605,B6,523,EWR,MCO,6,680,165,1
59606,DL,1474,MSP,LAS,6,680,210,1
59607,DL,1549,ATL,SFO,6,680,325,0
59608,DL,1753,MSP,SEA,6,680,223,1
59609,EV,5284,HSV,ATL,6,680,60,0
59610,EV,5447,SDF,ATL,6,680,93,0
59611,EV,7380,GPT,MEM,6,680,82,0
59612,FL,872,MSP,ATL,6,680,146,0
59613,MQ,3352,DFW,XNA,6,680,70,1
59614,MQ,3635,MIA,CLT,6,680,125,0
59615,MQ,3645,MIA,MEM,6,680,155,0
59616,MQ,3649,MIA,CVG,6,680,160,0
59617,MQ,3739,ORD,EWR,6,680,130,1
59618,OH,6280,CVG,PIT,6,680,71,0
59619,OH,6318,CVG,GSO,6,680,74,1
59620,OH,6476,JFK,MSP,6,680,200,1
59621,OO,4559,SLC,IDA,6,680,58,0
59622,OO,4596,SLC,RDM,6,680,97,0
59623,OO,4825,SLC,BOI,6,680,68,1
59624,OO,6243,LAX,LAS,6,680,80,1
59625,OO,6552,DEN,TYS,6,680,158,1
59626,OO,6606,DEN,MLI,6,680,123,0
59627,OO,6942,DEN,COS,6,680,38,0
59628,UA,403,DEN,SNA,6,680,155,0
59629,UA,703,PDX,ORD,6,680,238,1
59630,UA,756,DEN,IAH,6,680,150,0
59631,UA,788,SFO,BOS,6,680,344,0
59632,US,1051,LGA,CLT,6,680,124,0
59633,US,1101,CLT,DFW,6,680,170,1
59634,US,1106,CLT,PHL,6,680,94,0
59635,US,138,PHX,ANC,6,680,369,0
59636,US,1497,CLT,MYR,6,680,51,0
59637,US,1576,CLT,EWR,6,680,106,0
59638,US,1784,LAS,CLT,6,680,249,0
59639,US,1789,CLT,LAS,6,680,292,0
59640,US,1797,PHL,LAS,6,680,332,0
59641,US,195,PHX,SAN,6,680,81,0
59642,US,281,DTW,PHX,6,680,263,0
59643,US,400,PHX,SFO,6,680,133,0
59644,US,482,DEN,PHL,6,680,208,0
59645,US,4,PHX,LAS,6,680,75,1
59646,US,941,MSP,PHX,6,680,207,0
59647,WN,1059,DEN,LAS,6,680,125,1
59648,WN,1189,TPA,BUF,6,680,160,0
59649,WN,1262,MHT,MDW,6,680,160,0
59650,WN,1346,LAX,OAK,6,680,75,0
59651,WN,152,SJC,AUS,6,680,200,0
59652,WN,1550,DEN,PHL,6,680,220,0
59653,WN,1553,STL,MSP,6,680,90,1
59654,WN,1629,OAK,BUR,6,680,65,0
59655,WN,1652,ONT,SMF,6,680,80,1
59656,WN,1832,TUS,LAS,6,680,80,0
59657,WN,2217,STL,PHL,6,680,135,1
59658,WN,2370,ELP,DAL,6,680,90,1
59659,WN,2483,TPA,MKE,6,680,170,0
59660,WN,2565,IAD,MDW,6,680,120,1
59661,WN,2579,DTW,MDW,6,680,70,1
59662,WN,2735,LAS,SFO,6,680,105,0
59663,WN,2762,SAN,SAT,6,680,155,1
59664,WN,3042,BNA,PHL,6,680,115,0
59665,WN,670,BWI,BNA,6,680,120,1
59666,WN,924,LGA,BWI,6,680,60,1
59667,YV,1036,HNL,ITO,6,680,49,0
59668,YV,2646,CLT,MEM,6,680,116,0
59669,YV,2859,FLG,PHX,6,680,65,0
59670,9E,4300,PNS,MEM,6,681,93,0
59671,EV,5601,ATL,OKC,6,681,143,0
59672,US,1509,CLT,PHX,6,681,278,1
59673,EV,5596,ATL,CAE,6,682,59,1
59674,EV,7315,GSP,ATL,6,682,58,1
59675,US,1636,CLT,RDU,6,682,48,1
59676,YV,7276,ORD,IAH,6,682,164,1
59677,9E,3832,DSM,MEM,6,683,95,1
59678,DL,1750,LAS,MSP,6,683,197,1
59679,EV,5299,ATL,ELP,6,683,209,0
59680,EV,5367,PHL,MEM,6,683,162,1
59681,UA,188,ORD,TPA,6,683,161,1
59682,UA,862,SFO,DEN,6,683,156,0
59683,B6,698,FLL,DCA,6,684,136,0
59684,B6,744,SJU,MCO,6,684,184,0
59685,DL,2444,LAS,CVG,6,684,226,1
59686,DL,2632,SLC,JAC,6,684,65,0
59687,DL,2651,SLC,SMF,6,684,108,1
59688,EV,5395,AEX,ATL,6,684,100,0
59689,EV,7331,GSO,ATL,6,684,91,0
59690,FL,520,TPA,BWI,6,684,130,0
59691,OO,6876,PDX,DEN,6,684,146,1
59692,UA,202,LAX,MSY,6,684,220,0
59693,UA,721,DEN,SFO,6,684,176,0
59694,YV,2871,YUM,PHX,6,684,67,0
59695,YV,7252,RDU,ORD,6,684,135,1
59696,9E,4003,BHM,MEM,6,685,74,0
59697,9E,4035,ECP,MEM,6,685,90,0
59698,9E,4217,XNA,DTW,6,685,135,0
59699,AA,1264,DFW,AUS,6,685,55,1
59700,AA,1502,ORD,TPA,6,685,155,1
59701,AA,1574,LAS,DFW,6,685,155,0
59702,AA,1689,PHL,MIA,6,685,170,1
59703,AA,1847,DFW,DEN,6,685,125,0
59704,AA,592,DFW,JAX,6,685,130,0
59705,AA,779,ORD,SAN,6,685,260,1
59706,B6,310,FLL,IAD,6,685,144,1
59707,B6,467,BOS,RSW,6,685,213,0
59708,B6,612,JAX,JFK,6,685,125,0
59709,B6,704,SJU,JFK,6,685,243,0
59710,CO,58,DEN,IAH,6,685,137,1
59711,DL,1510,DEN,DTW,6,685,170,0
59712,DL,2126,FLL,ATL,6,685,115,0
59713,DL,2316,LAS,DTW,6,685,244,1
59714,DL,2699,MSP,PHX,6,685,204,0
59715,EV,5013,STL,MEM,6,685,74,0
59716,EV,5236,VPS,MEM,6,685,93,0
59717,EV,5290,ATL,LIT,6,685,106,0
59718,EV,5582,CRW,ATL,6,685,90,0
59719,MQ,2756,TYS,DFW,6,685,155,0
59720,MQ,3337,AEX,DFW,6,685,75,0
59721,MQ,3676,MIA,CMH,6,685,160,0
59722,MQ,4180,ORD,CLT,6,685,115,0
59723,MQ,4676,JFK,BOS,6,685,65,0
59724,OH,6260,MSP,CVG,6,685,116,0
59725,OH,6313,CVG,HTS,6,685,47,1
59726,OO,4493,SLC,BZN,6,685,80,0
59727,OO,6765,DEN,BZN,6,685,113,1
59728,OO,6950,PSP,DEN,6,685,128,1
59729,OO,7788,SLC,SUN,6,685,78,0
59730,UA,579,DEN,BIL,6,685,93,0
59731,US,654,PHX,SNA,6,685,86,0
59732,US,7,SEA,PHX,6,685,167,0
59733,WN,1012,BUR,LAS,6,685,60,1
59734,WN,1144,PDX,SMF,6,685,85,1
59735,WN,1187,IND,MDW,6,685,60,1
59736,WN,1418,MSP,PHX,6,685,215,1
59737,WN,1465,RDU,FLL,6,685,125,0
59738,WN,14,SAT,TPA,6,685,135,0
59739,WN,1608,BHM,SDF,6,685,70,1
59740,WN,1712,GEG,SEA,6,685,65,1
59741,WN,1903,HOU,DEN,6,685,150,0
59742,WN,1961,PIT,PHL,6,685,75,0
59743,WN,1969,MDW,ALB,6,685,110,1
59744,WN,2282,SMF,SEA,6,685,115,1
59745,WN,2401,OAK,MCI,6,685,200,0
59746,WN,2740,LAS,TUS,6,685,75,0
59747,WN,2926,MCI,MDW,6,685,80,0
59748,WN,3158,FLL,JAX,6,685,75,0
59749,WN,398,BWI,BDL,6,685,65,1
59750,WN,444,ELP,PHX,6,685,80,0
59751,WN,813,PBI,TPA,6,685,50,0
59752,XE,2082,IAH,ABQ,6,685,128,0
59753,XE,2433,IAH,LBB,6,685,84,0
59754,XE,2817,IAH,HRL,6,685,61,0
59755,XE,2924,IAH,OMA,6,685,123,0
59756,XE,3031,CLT,IAH,6,685,174,0
59757,XE,3118,EWR,CHS,6,685,137,0
59758,YV,2878,TUS,PHX,6,685,51,0
59759,DL,2157,SLC,SEA,6,686,131,0
59760,DL,2725,BOS,MSP,6,686,199,1
59761,FL,170,RSW,ATL,6,686,109,0
59762,OO,6258,DEN,EGE,6,686,45,1
59763,OO,6544,ASE,DEN,6,686,45,0
59764,US,583,PHX,GEG,6,686,176,0
59765,XE,2178,RDU,IAH,6,686,179,0
59766,YV,2609,GSO,CLT,6,686,55,0
59767,HA,138,HNL,KOA,6,687,43,0
59768,OH,6570,ORD,JFK,6,687,149,1
59769,OO,6946,DEN,GEG,6,687,154,1
59770,CO,1816,ABQ,IAH,6,688,112,0
59771,FL,1142,ABE,FLL,6,688,178,0
59772,FL,80,FLL,ATL,6,688,117,0
59773,OO,6572,SAN,LAX,6,688,45,0
59774,OO,6938,BUR,DEN,6,688,141,0
59775,UA,352,SEA,ORD,6,688,231,1
59776,UA,450,SNA,DEN,6,688,139,0
59777,US,1729,CLT,MCO,6,688,94,1
59778,XE,5986,ORD,GSO,6,688,104,1
59779,OO,6532,DEN,BUR,6,689,153,0
59780,OO,6534,DEN,IDA,6,689,100,0
59781,OO,6929,RDM,DEN,6,689,140,0
59782,UA,580,ORD,BWI,6,689,114,1
59783,YV,2617,CLT,GSO,6,689,51,0
59784,9E,3972,SBN,DTW,6,690,68,1
59785,9E,4226,CVG,ORF,6,690,99,0
59786,9E,4261,MSP,GFK,6,690,70,0
59787,AA,1073,ICT,DFW,6,690,80,0
59788,AA,1699,MCO,ORD,6,690,175,0
59789,AA,2093,LGA,MIA,6,690,190,0
59790,AA,2344,DFW,ORD,6,690,135,1
59791,AA,2423,PBI,ORD,6,690,190,0
59792,AA,511,DFW,COS,6,690,115,1
59793,AA,558,DFW,EWR,6,690,215,0
59794,AA,773,RSW,ORD,6,690,185,1
59795,AA,7,DFW,OGG,6,690,510,1
59796,AA,890,DFW,STL,6,690,95,0
59797,B6,233,SLC,LGB,6,690,109,1
59798,CO,118,EWR,TPA,6,690,172,1
59799,CO,270,IAH,SFO,6,690,240,0
59800,CO,701,EWR,FLL,6,690,170,0
59801,DL,114,MSP,ATL,6,690,158,0
59802,DL,1634,JFK,ATL,6,690,158,0
59803,DL,1940,SFO,JFK,6,690,340,1
59804,DL,2018,MCO,ATL,6,690,93,0
59805,DL,2076,MCO,LGA,6,690,152,0
59806,DL,2183,MSY,LGA,6,690,167,0
59807,DL,2243,EWR,ATL,6,690,144,0
59808,DL,2721,MSP,LAX,6,690,240,1
59809,DL,2761,PHL,ATL,6,690,149,0
59810,EV,4943,CVG,DCA,6,690,87,0
59811,EV,5018,BNA,MEM,6,690,72,0
59812,EV,5185,SAV,ATL,6,690,70,0
59813,EV,5263,HPN,ATL,6,690,154,1
59814,EV,5328,ATL,BHM,6,690,58,0
59815,EV,7339,ATL,OMA,6,690,146,0
59816,F9,362,DEN,SDF,6,690,143,0
59817,F9,618,DEN,IND,6,690,137,0
59818,FL,491,BWI,MCO,6,690,144,0
59819,MQ,2820,SPS,DFW,6,690,45,0
59820,MQ,3212,DFW,LIT,6,690,70,0
59821,MQ,3283,MAF,DFW,6,690,65,1
59822,MQ,3350,MOB,DFW,6,690,115,0
